order_id,country,city,category,subscription,promised_eta,actual_eta,traffic,weather,peak_hour,customer_rating,refund_given,compensation_given,eta_failure_risk,premium_dissatisfaction
NX3151,Australia,Sydney,Grocery,Free,25,47,High,Rain,Breakfast,3,Yes,Yes,High,Low
NX3152,Australia,Sydney,Food,Premium,12,28,Low,Rain,Dinner,4,No,Yes,High,High
NX3153,India,Mumbai,Grocery,Premium,11,29,High,Rain,Snack,4,No,Yes,High,High
NX3154,USA,Chicago,Food,Premium,23,36,Low,Rain,Snack,4,No,Yes,High,High
NX3155,USA,Chicago,Grocery,Premium,14,22,Low,Storm,Dinner,5,No,No,Low,Low
NX3156,UK,London,Pharmacy,Premium,29,26,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3157,India,Delhi,Food,Premium,24,23,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3158,India,Delhi,Food,Premium,41,61,High,Rain,Dinner,3,No,Yes,High,High
NX3159,UK,London,Pharmacy,Premium,23,29,Low,Clear,Lunch,5,No,No,Low,Low
NX3160,Germany,Berlin,Grocery,Premium,25,33,Medium,Storm,Late Night,5,No,No,Low,Low
NX3161,UK,London,Food,Premium,26,47,High,Rain,Late Night,3,Yes,Yes,High,High
NX3162,USA,New York,Pharmacy,Premium,28,35,Medium,Rain,Dinner,5,No,No,Low,Low
NX3163,Australia,Sydney,Grocery,Free,25,40,High,Rain,Late Night,4,No,Yes,High,Low
NX3164,Australia,Sydney,Pharmacy,Premium,16,22,Medium,Rain,Snack,5,No,No,Low,Low
NX3165,UAE,Dubai,Grocery,Free,42,56,Low,Rain,Snack,4,No,Yes,High,Low
NX3166,India,Delhi,Pharmacy,Free,21,34,Medium,Rain,Lunch,4,No,Yes,High,Low
NX3167,Australia,Sydney,Grocery,Premium,34,31,Medium,Clear,Late Night,5,No,No,Low,Low
NX3168,Australia,Sydney,Food,Free,44,49,Medium,Rain,Late Night,5,No,No,Low,Low
NX3169,USA,New York,Food,Premium,38,44,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3170,USA,New York,Food,Free,20,32,Low,Rain,Late Night,4,No,Yes,High,Low
NX3171,UAE,Dubai,Food,Free,39,46,Medium,Rain,Dinner,5,No,No,Low,Low
NX3172,Australia,Sydney,Food,Premium,11,27,High,Clear,Late Night,4,No,Yes,High,High
NX3173,Germany,Munich,Grocery,Free,40,63,High,Rain,Breakfast,3,Yes,Yes,High,Low
NX3174,UK,London,Food,Free,32,39,Medium,Rain,Late Night,5,No,No,Low,Low
NX3175,UAE,Dubai,Grocery,Premium,44,45,Medium,Clear,Lunch,5,No,No,Low,Low
NX3176,UK,London,Food,Premium,23,42,High,Rain,Late Night,4,No,Yes,High,High
NX3177,Singapore,Singapore,Grocery,Premium,26,39,Medium,Rain,Lunch,4,No,Yes,High,High
NX3178,India,Hyderabad,Pharmacy,Free,16,21,Medium,Rain,Snack,5,No,No,Low,Low
NX3179,India,Hyderabad,Grocery,Premium,27,40,Medium,Rain,Late Night,4,No,Yes,High,High
NX3180,USA,New York,Food,Free,28,40,Medium,Rain,Snack,4,No,Yes,High,Low
NX3181,USA,Chicago,Pharmacy,Premium,29,34,Medium,Storm,Dinner,5,No,No,Low,Low
NX3182,India,Hyderabad,Food,Premium,35,33,Low,Clear,Late Night,5,No,No,Low,Low
NX3183,Germany,Berlin,Food,Free,46,54,Medium,Rain,Snack,5,No,No,Low,Low
NX3184,Germany,Berlin,Food,Premium,42,57,High,Storm,Late Night,4,No,Yes,High,High
NX3185,UAE,Dubai,Food,Free,39,44,Medium,Storm,Late Night,5,No,No,Low,Low
NX3186,Singapore,Singapore,Grocery,Premium,13,23,High,Clear,Breakfast,4,No,No,Low,Low
NX3187,Germany,Berlin,Grocery,Premium,16,23,Low,Clear,Breakfast,5,No,No,Low,Low
NX3188,Australia,Sydney,Grocery,Premium,37,46,Medium,Rain,Late Night,5,No,No,Low,Low
NX3189,USA,Chicago,Pharmacy,Premium,34,31,Medium,Clear,Lunch,5,No,No,Low,Low
NX3190,Singapore,Singapore,Grocery,Free,26,34,Low,Storm,Dinner,5,No,No,Low,Low
NX3191,Australia,Sydney,Food,Free,23,28,Low,Clear,Late Night,5,No,No,Low,Low
NX3192,Australia,Sydney,Food,Premium,40,49,Low,Rain,Breakfast,5,No,No,Low,Low
NX3193,UK,London,Food,Free,34,36,Low,Clear,Late Night,5,No,No,Low,Low
NX3194,USA,Chicago,Pharmacy,Premium,24,25,Medium,Clear,Snack,5,No,No,Low,Low
NX3195,Germany,Munich,Food,Premium,27,33,Low,Storm,Breakfast,5,No,No,Low,Low
NX3196,UK,London,Pharmacy,Premium,12,21,High,Clear,Dinner,5,No,No,Low,Low
NX3197,Germany,Munich,Grocery,Premium,34,31,Low,Storm,Dinner,5,No,No,Low,Low
NX3198,Singapore,Singapore,Pharmacy,Premium,17,29,High,Clear,Late Night,4,No,Yes,High,High
NX3199,Australia,Sydney,Food,Premium,40,65,High,Rain,Lunch,3,Yes,Yes,High,High
NX3200,Germany,Munich,Grocery,Free,26,32,Low,Rain,Lunch,5,No,No,Low,Low
NX3201,Australia,Sydney,Food,Free,47,49,Low,Clear,Snack,5,No,No,Low,Low
NX3202,India,Delhi,Grocery,Premium,40,46,Low,Rain,Late Night,5,No,No,Low,Low
NX3203,Singapore,Singapore,Food,Free,15,26,High,Storm,Lunch,4,No,Yes,High,Low
NX3204,Germany,Munich,Grocery,Premium,21,36,Medium,Rain,Breakfast,4,No,Yes,High,High
NX3205,UK,London,Food,Premium,20,27,Low,Storm,Breakfast,5,No,No,Low,Low
NX3206,Australia,Sydney,Food,Premium,33,37,Medium,Clear,Late Night,5,No,No,Low,Low
NX3207,Singapore,Singapore,Grocery,Free,18,23,Low,Clear,Lunch,5,No,No,Low,Low
NX3208,UK,London,Pharmacy,Free,21,19,Low,Storm,Breakfast,5,No,No,Low,Low
NX3209,Germany,Munich,Pharmacy,Free,49,50,Low,Clear,Dinner,5,No,No,Low,Low
NX3210,UK,London,Food,Free,28,33,Low,Clear,Dinner,5,No,No,Low,Low
NX3211,Singapore,Singapore,Food,Free,31,37,Low,Clear,Snack,5,No,No,Low,Low
NX3212,India,Mumbai,Food,Premium,42,59,High,Clear,Breakfast,4,No,Yes,High,High
NX3213,India,Delhi,Grocery,Premium,14,23,Medium,Rain,Snack,5,No,No,Low,Low
NX3214,Germany,Munich,Food,Free,18,18,Medium,Storm,Snack,5,No,No,Low,Low
NX3215,Australia,Sydney,Food,Premium,42,52,High,Storm,Snack,4,No,No,Low,Low
NX3216,UK,London,Food,Free,20,25,Medium,Rain,Late Night,5,No,No,Low,Low
NX3217,Germany,Munich,Grocery,Premium,38,39,Medium,Clear,Late Night,5,No,No,Low,Low
NX3218,India,Bangalore,Food,Premium,42,41,Low,Clear,Dinner,5,No,No,Low,Low
NX3219,Singapore,Singapore,Pharmacy,Premium,37,50,Medium,Rain,Snack,4,No,Yes,High,High
NX3220,Germany,Berlin,Grocery,Premium,35,32,Medium,Clear,Snack,5,No,No,Low,Low
NX3221,UK,London,Food,Premium,17,33,High,Clear,Snack,4,No,Yes,High,High
NX3222,UK,London,Grocery,Free,21,18,Low,Clear,Dinner,5,No,No,Low,Low
NX3223,UK,London,Food,Premium,39,54,High,Clear,Dinner,4,No,Yes,High,High
NX3224,Singapore,Singapore,Food,Free,28,27,Medium,Clear,Lunch,5,No,No,Low,Low
NX3225,Singapore,Singapore,Food,Free,19,35,Medium,Rain,Dinner,4,No,Yes,High,Low
NX3226,Australia,Sydney,Pharmacy,Free,16,14,Low,Storm,Late Night,5,No,No,Low,Low
NX3227,USA,New York,Food,Premium,23,28,Medium,Rain,Late Night,5,No,No,Low,Low
NX3228,UAE,Dubai,Pharmacy,Free,35,33,Low,Storm,Late Night,5,No,No,Low,Low
NX3229,Australia,Sydney,Grocery,Free,23,33,Low,Rain,Snack,4,No,No,Low,Low
NX3230,India,Mumbai,Pharmacy,Free,39,50,Low,Rain,Dinner,4,No,Yes,High,Low
NX3231,India,Mumbai,Pharmacy,Free,49,54,Medium,Storm,Snack,5,No,No,Low,Low
NX3232,India,Bangalore,Food,Premium,39,46,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3233,Singapore,Singapore,Pharmacy,Premium,26,24,Low,Clear,Dinner,5,No,No,Low,Low
NX3234,USA,New York,Food,Premium,30,27,Low,Clear,Dinner,5,No,No,Low,Low
NX3235,India,Mumbai,Grocery,Free,42,50,Low,Storm,Dinner,5,No,No,Low,Low
NX3236,UK,London,Food,Free,16,34,High,Rain,Dinner,4,No,Yes,High,Low
NX3237,UK,London,Grocery,Premium,13,20,Low,Clear,Breakfast,5,No,No,Low,Low
NX3238,Singapore,Singapore,Pharmacy,Premium,21,26,Medium,Clear,Late Night,5,No,No,Low,Low
NX3239,USA,New York,Food,Premium,27,40,High,Storm,Late Night,4,No,Yes,High,High
NX3240,India,Delhi,Food,Premium,25,31,Low,Rain,Snack,5,No,No,Low,Low
NX3241,UK,London,Grocery,Premium,19,25,Low,Clear,Breakfast,5,No,No,Low,Low
NX3242,Australia,Sydney,Food,Free,30,34,Low,Clear,Lunch,5,No,No,Low,Low
NX3243,UK,London,Food,Premium,25,49,High,Rain,Late Night,3,Yes,Yes,High,High
NX3244,India,Bangalore,Grocery,Premium,23,33,High,Clear,Late Night,4,No,No,Low,Low
NX3245,Germany,Munich,Pharmacy,Free,39,62,High,Rain,Dinner,3,Yes,Yes,High,Low
NX3246,Germany,Berlin,Food,Free,21,26,Low,Clear,Dinner,5,No,No,Low,Low
NX3247,USA,New York,Pharmacy,Free,40,39,Medium,Clear,Late Night,5,No,No,Low,Low
NX3248,Australia,Sydney,Pharmacy,Premium,30,45,High,Rain,Dinner,4,No,Yes,High,High
NX3249,Singapore,Singapore,Food,Premium,23,34,Low,Rain,Late Night,4,No,Yes,High,High
NX3250,Singapore,Singapore,Food,Premium,41,55,High,Clear,Late Night,4,No,Yes,High,High
NX3251,UAE,Dubai,Grocery,Free,29,35,Medium,Storm,Snack,5,No,No,Low,Low
NX3252,Germany,Berlin,Food,Premium,45,65,High,Rain,Breakfast,3,No,Yes,High,High
NX3253,USA,Chicago,Grocery,Premium,13,24,Medium,Rain,Dinner,4,No,Yes,High,High
NX3254,UK,London,Grocery,Premium,42,56,High,Storm,Late Night,4,No,Yes,High,High
NX3255,Germany,Berlin,Grocery,Free,46,62,Low,Rain,Breakfast,4,No,Yes,High,Low
NX3256,UAE,Dubai,Grocery,Free,33,34,Low,Storm,Lunch,5,No,No,Low,Low
NX3257,Germany,Berlin,Pharmacy,Premium,40,48,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3258,UAE,Dubai,Pharmacy,Premium,18,18,Medium,Clear,Snack,5,No,No,Low,Low
NX3259,Germany,Berlin,Pharmacy,Premium,21,29,Low,Rain,Snack,5,No,No,Low,Low
NX3260,UK,London,Pharmacy,Premium,42,48,Low,Storm,Breakfast,5,No,No,Low,Low
NX3261,UAE,Dubai,Pharmacy,Premium,24,39,Medium,Rain,Late Night,4,No,Yes,High,High
NX3262,Germany,Munich,Pharmacy,Premium,32,40,High,Clear,Breakfast,5,No,No,Low,Low
NX3263,Germany,Berlin,Food,Free,38,49,Low,Rain,Lunch,4,No,Yes,High,Low
NX3264,UK,London,Pharmacy,Premium,25,33,High,Clear,Snack,5,No,No,Low,Low
NX3265,USA,New York,Pharmacy,Premium,26,30,Low,Clear,Snack,5,No,No,Low,Low
NX3266,UAE,Dubai,Grocery,Free,36,37,Low,Storm,Snack,5,No,No,Low,Low
NX3267,Germany,Berlin,Grocery,Premium,41,46,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3268,India,Delhi,Pharmacy,Free,44,50,Medium,Clear,Snack,5,No,No,Low,Low
NX3269,India,Mumbai,Food,Free,37,38,Medium,Clear,Snack,5,No,No,Low,Low
NX3270,UAE,Dubai,Grocery,Premium,41,66,High,Rain,Snack,3,Yes,Yes,High,High
NX3271,Australia,Sydney,Grocery,Premium,37,35,Low,Storm,Breakfast,5,No,No,Low,Low
NX3272,Australia,Sydney,Pharmacy,Free,16,23,High,Storm,Dinner,5,No,No,Low,Low
NX3273,USA,Chicago,Pharmacy,Premium,17,17,Low,Clear,Late Night,5,No,No,Low,Low
NX3274,Singapore,Singapore,Food,Premium,17,35,High,Rain,Dinner,4,No,Yes,High,High
NX3275,Germany,Munich,Grocery,Premium,41,51,Low,Rain,Late Night,4,No,No,Low,Low
NX3276,Germany,Munich,Food,Free,25,27,Low,Storm,Late Night,5,No,No,Low,Low
NX3277,USA,New York,Grocery,Free,20,27,Low,Storm,Breakfast,5,No,No,Low,Low
NX3278,USA,Chicago,Grocery,Free,45,42,Low,Clear,Late Night,5,No,No,Low,Low
NX3279,Australia,Sydney,Food,Free,22,40,High,Clear,Lunch,4,No,Yes,High,Low
NX3280,Germany,Munich,Food,Free,17,16,Low,Storm,Breakfast,5,No,No,Low,Low
NX3281,UAE,Dubai,Grocery,Premium,24,21,Low,Clear,Lunch,5,No,No,Low,Low
NX3282,India,Hyderabad,Pharmacy,Free,27,31,Medium,Storm,Dinner,5,No,No,Low,Low
NX3283,India,Mumbai,Food,Free,38,45,Low,Clear,Late Night,5,No,No,Low,Low
NX3284,Singapore,Singapore,Pharmacy,Premium,22,39,High,Storm,Dinner,4,No,Yes,High,High
NX3285,Singapore,Singapore,Food,Free,45,54,High,Storm,Snack,5,No,No,Low,Low
NX3286,USA,Chicago,Grocery,Free,34,36,Low,Clear,Snack,5,No,No,Low,Low
NX3287,Australia,Sydney,Pharmacy,Free,26,43,High,Rain,Snack,4,No,Yes,High,Low
NX3288,India,Mumbai,Grocery,Premium,26,41,High,Storm,Late Night,4,No,Yes,High,High
NX3289,Germany,Berlin,Food,Premium,32,32,Low,Storm,Breakfast,5,No,No,Low,Low
NX3290,Australia,Sydney,Pharmacy,Premium,31,39,High,Clear,Snack,5,No,No,Low,Low
NX3291,Singapore,Singapore,Grocery,Free,50,71,High,Rain,Lunch,3,Yes,Yes,High,Low
NX3292,UAE,Dubai,Pharmacy,Premium,42,47,Low,Rain,Lunch,5,No,No,Low,Low
NX3293,India,Delhi,Food,Free,27,51,High,Rain,Snack,3,Yes,Yes,High,Low
NX3294,India,Delhi,Food,Free,49,69,High,Rain,Dinner,3,No,Yes,High,Low
NX3295,Singapore,Singapore,Food,Free,49,54,Medium,Storm,Dinner,5,No,No,Low,Low
NX3296,Germany,Munich,Grocery,Premium,40,37,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3297,Australia,Sydney,Pharmacy,Free,16,32,High,Clear,Lunch,4,No,Yes,High,Low
NX3298,USA,New York,Pharmacy,Free,46,60,Medium,Rain,Dinner,4,No,Yes,High,Low
NX3299,Germany,Munich,Grocery,Premium,14,24,Medium,Rain,Breakfast,4,No,No,Low,Low
NX3300,Germany,Berlin,Pharmacy,Free,21,26,Low,Rain,Late Night,5,No,No,Low,Low
NX3301,UK,London,Grocery,Premium,24,40,Low,Rain,Lunch,4,No,Yes,High,High
NX3302,Singapore,Singapore,Food,Free,48,55,Medium,Rain,Breakfast,5,No,No,Low,Low
NX3303,UK,London,Pharmacy,Premium,14,38,High,Rain,Snack,3,Yes,Yes,High,High
NX3304,India,Delhi,Grocery,Premium,24,28,Medium,Storm,Late Night,5,No,No,Low,Low
NX3305,USA,New York,Grocery,Premium,17,15,Low,Clear,Breakfast,5,No,No,Low,Low
NX3306,UK,London,Pharmacy,Free,32,43,Low,Rain,Breakfast,4,No,Yes,High,Low
NX3307,Australia,Sydney,Pharmacy,Free,23,20,Medium,Storm,Late Night,5,No,No,Low,Low
NX3308,Australia,Sydney,Grocery,Free,43,50,Low,Clear,Breakfast,5,No,No,Low,Low
NX3309,Australia,Sydney,Food,Premium,10,18,Low,Rain,Breakfast,5,No,No,Low,Low
NX3310,Australia,Sydney,Pharmacy,Premium,36,44,High,Clear,Dinner,5,No,No,Low,Low
NX3311,UAE,Dubai,Grocery,Free,18,29,Low,Rain,Lunch,4,No,Yes,High,Low
NX3312,Australia,Sydney,Grocery,Premium,11,28,High,Clear,Lunch,4,No,Yes,High,High
NX3313,Germany,Berlin,Grocery,Free,37,53,High,Storm,Dinner,4,No,Yes,High,Low
NX3314,Singapore,Singapore,Grocery,Premium,41,67,High,Rain,Lunch,3,Yes,Yes,High,High
NX3315,India,Mumbai,Grocery,Free,44,50,Low,Rain,Lunch,5,No,No,Low,Low
NX3316,Australia,Sydney,Food,Free,37,39,Medium,Storm,Snack,5,No,No,Low,Low
NX3317,Australia,Sydney,Food,Free,24,30,Medium,Clear,Snack,5,No,No,Low,Low
NX3318,Germany,Munich,Food,Free,26,29,Medium,Storm,Dinner,5,No,No,Low,Low
NX3319,UAE,Dubai,Food,Free,37,45,Medium,Clear,Dinner,5,No,No,Low,Low
NX3320,India,Hyderabad,Pharmacy,Free,48,48,Low,Clear,Late Night,5,No,No,Low,Low
NX3321,Singapore,Singapore,Food,Premium,30,41,High,Storm,Late Night,4,No,Yes,High,High
NX3322,UAE,Dubai,Pharmacy,Free,49,57,Low,Rain,Late Night,5,No,No,Low,Low
NX3323,Australia,Sydney,Pharmacy,Free,18,44,High,Rain,Snack,3,Yes,Yes,High,Low
NX3324,India,Bangalore,Grocery,Free,17,30,Low,Rain,Snack,4,No,Yes,High,Low
NX3325,UK,London,Grocery,Premium,29,42,High,Clear,Snack,4,No,Yes,High,High
NX3326,Australia,Sydney,Pharmacy,Premium,21,20,Medium,Clear,Late Night,5,No,No,Low,Low
NX3327,USA,New York,Food,Free,26,41,High,Rain,Late Night,4,No,Yes,High,Low
NX3328,Germany,Munich,Food,Free,47,53,Low,Clear,Snack,5,No,No,Low,Low
NX3329,UK,London,Pharmacy,Premium,41,64,High,Rain,Snack,3,Yes,Yes,High,High
NX3330,UK,London,Pharmacy,Free,26,42,High,Storm,Snack,4,No,Yes,High,Low
NX3331,UAE,Dubai,Pharmacy,Premium,24,32,Medium,Rain,Breakfast,5,No,No,Low,Low
NX3332,Germany,Berlin,Food,Free,24,40,Low,Rain,Dinner,4,No,Yes,High,Low
NX3333,Australia,Sydney,Pharmacy,Premium,12,17,Low,Storm,Late Night,5,No,No,Low,Low
NX3334,UAE,Dubai,Grocery,Free,35,52,High,Clear,Breakfast,4,No,Yes,High,Low
NX3335,UK,London,Pharmacy,Free,47,59,High,Storm,Dinner,4,No,Yes,High,Low
NX3336,USA,Chicago,Food,Free,22,37,High,Storm,Late Night,4,No,Yes,High,Low
NX3337,Australia,Sydney,Pharmacy,Premium,11,17,Low,Rain,Snack,5,No,No,Low,Low
NX3338,India,Hyderabad,Grocery,Free,31,46,Medium,Rain,Lunch,4,No,Yes,High,Low
NX3339,Australia,Sydney,Food,Free,17,21,Low,Clear,Breakfast,5,No,No,Low,Low
NX3340,USA,New York,Food,Premium,36,41,Low,Clear,Snack,5,No,No,Low,Low
NX3341,Australia,Sydney,Pharmacy,Free,20,31,High,Clear,Dinner,4,No,Yes,High,Low
NX3342,Germany,Berlin,Food,Free,36,51,High,Rain,Dinner,4,No,Yes,High,Low
NX3343,UK,London,Pharmacy,Premium,34,51,High,Rain,Dinner,4,No,Yes,High,High
NX3344,Singapore,Singapore,Food,Free,44,53,High,Storm,Dinner,5,No,No,Low,Low
NX3345,USA,Chicago,Grocery,Premium,10,8,Low,Storm,Lunch,5,No,No,Low,Low
NX3346,USA,New York,Food,Free,16,15,Medium,Storm,Snack,5,No,No,Low,Low
NX3347,USA,Chicago,Food,Free,26,24,Low,Storm,Breakfast,5,No,No,Low,Low
NX3348,Germany,Berlin,Food,Premium,21,33,High,Clear,Breakfast,4,No,Yes,High,High
NX3349,UK,London,Food,Free,20,27,Medium,Clear,Snack,5,No,No,Low,Low
NX3350,UK,London,Food,Premium,10,11,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3351,UK,London,Pharmacy,Free,32,47,Medium,Rain,Snack,4,No,Yes,High,Low
NX3352,Germany,Munich,Grocery,Premium,38,47,High,Clear,Dinner,5,No,No,Low,Low
NX3353,UAE,Dubai,Food,Premium,10,18,Low,Clear,Breakfast,5,No,No,Low,Low
NX3354,India,Delhi,Grocery,Premium,33,48,High,Rain,Lunch,4,No,Yes,High,High
NX3355,India,Mumbai,Food,Premium,10,14,Low,Storm,Lunch,5,No,No,Low,Low
NX3356,India,Bangalore,Grocery,Premium,20,25,Medium,Storm,Dinner,5,No,No,Low,Low
NX3357,UK,London,Grocery,Premium,13,29,High,Rain,Late Night,4,No,Yes,High,High
NX3358,Singapore,Singapore,Food,Free,37,46,High,Clear,Breakfast,5,No,No,Low,Low
NX3359,Singapore,Singapore,Grocery,Premium,11,16,Low,Clear,Late Night,5,No,No,Low,Low
NX3360,Singapore,Singapore,Pharmacy,Premium,42,55,Medium,Rain,Late Night,4,No,Yes,High,High
NX3361,UK,London,Grocery,Premium,10,15,Low,Storm,Snack,5,No,No,Low,Low
NX3362,USA,New York,Food,Free,22,33,Low,Rain,Lunch,4,No,Yes,High,Low
NX3363,Germany,Berlin,Pharmacy,Premium,22,30,High,Storm,Lunch,5,No,No,Low,Low
NX3364,UK,London,Grocery,Free,48,55,Low,Rain,Late Night,5,No,No,Low,Low
NX3365,Germany,Berlin,Pharmacy,Free,41,52,High,Clear,Lunch,4,No,Yes,High,Low
NX3366,Australia,Sydney,Grocery,Premium,19,20,Medium,Storm,Dinner,5,No,No,Low,Low
NX3367,UAE,Dubai,Pharmacy,Premium,37,41,Medium,Storm,Lunch,5,No,No,Low,Low
NX3368,UAE,Dubai,Food,Premium,33,48,Medium,Rain,Dinner,4,No,Yes,High,High
NX3369,Germany,Munich,Pharmacy,Premium,38,54,Medium,Rain,Lunch,4,No,Yes,High,High
NX3370,Germany,Munich,Food,Premium,20,27,Medium,Rain,Late Night,5,No,No,Low,Low
NX3371,Australia,Sydney,Grocery,Free,30,47,High,Storm,Lunch,4,No,Yes,High,Low
NX3372,USA,Chicago,Food,Free,31,35,Medium,Clear,Lunch,5,No,No,Low,Low
NX3373,Australia,Sydney,Pharmacy,Premium,35,52,High,Clear,Snack,4,No,Yes,High,High
NX3374,Germany,Berlin,Pharmacy,Premium,31,28,Medium,Storm,Breakfast,5,No,No,Low,Low
NX3375,UK,London,Food,Free,19,26,Low,Clear,Snack,5,No,No,Low,Low
NX3376,Singapore,Singapore,Food,Premium,11,23,Medium,Rain,Late Night,4,No,Yes,High,High
NX3377,India,Delhi,Food,Premium,18,33,Medium,Rain,Late Night,4,No,Yes,High,High
NX3378,UK,London,Food,Free,18,17,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3379,USA,Chicago,Pharmacy,Premium,40,58,High,Storm,Late Night,4,No,Yes,High,High
NX3380,India,Delhi,Pharmacy,Premium,26,48,High,Rain,Lunch,3,Yes,Yes,High,High
NX3381,Australia,Sydney,Pharmacy,Premium,14,19,Low,Rain,Late Night,5,No,No,Low,Low
NX3382,Australia,Sydney,Grocery,Premium,14,21,High,Clear,Dinner,5,No,No,Low,Low
NX3383,Australia,Sydney,Food,Free,17,40,High,Rain,Dinner,3,Yes,Yes,High,Low
NX3384,USA,Chicago,Grocery,Free,26,26,Low,Storm,Lunch,5,No,No,Low,Low
NX3385,UAE,Dubai,Food,Free,36,52,High,Storm,Lunch,4,No,Yes,High,Low
NX3386,Germany,Munich,Grocery,Premium,14,15,Low,Clear,Dinner,5,No,No,Low,Low
NX3387,Germany,Munich,Grocery,Free,38,40,Low,Storm,Breakfast,5,No,No,Low,Low
NX3388,Singapore,Singapore,Grocery,Premium,31,32,Low,Clear,Lunch,5,No,No,Low,Low
NX3389,India,Delhi,Food,Premium,23,25,Medium,Storm,Breakfast,5,No,No,Low,Low
NX3390,India,Bangalore,Food,Free,19,30,Low,Rain,Breakfast,4,No,Yes,High,Low
NX3391,Germany,Munich,Food,Premium,45,61,High,Rain,Dinner,4,No,Yes,High,High
NX3392,Australia,Sydney,Food,Free,43,57,High,Clear,Late Night,4,No,Yes,High,Low
NX3393,Germany,Munich,Food,Premium,19,31,High,Clear,Breakfast,4,No,Yes,High,High
NX3394,USA,Chicago,Pharmacy,Free,22,39,High,Rain,Snack,4,No,Yes,High,Low
NX3395,USA,Chicago,Food,Free,49,48,Medium,Clear,Late Night,5,No,No,Low,Low
NX3396,UK,London,Grocery,Premium,18,16,Low,Storm,Late Night,5,No,No,Low,Low
NX3397,UAE,Dubai,Food,Free,27,30,Low,Clear,Breakfast,5,No,No,Low,Low
NX3398,India,Bangalore,Pharmacy,Premium,14,18,Low,Storm,Dinner,5,No,No,Low,Low
NX3399,Australia,Sydney,Food,Premium,10,15,Medium,Rain,Late Night,5,No,No,Low,Low
NX3400,UK,London,Grocery,Premium,42,54,Low,Rain,Late Night,4,No,Yes,High,High
NX3401,India,Bangalore,Pharmacy,Free,16,24,High,Clear,Late Night,5,No,No,Low,Low
NX3402,India,Bangalore,Pharmacy,Free,49,53,Medium,Clear,Dinner,5,No,No,Low,Low
NX3403,Germany,Munich,Pharmacy,Premium,42,41,Medium,Clear,Breakfast,5,No,No,Low,Low
NX3404,Australia,Sydney,Grocery,Free,38,46,Low,Storm,Snack,5,No,No,Low,Low
NX3405,Singapore,Singapore,Pharmacy,Premium,31,28,Medium,Storm,Late Night,5,No,No,Low,Low
NX3406,Singapore,Singapore,Food,Premium,23,34,High,Clear,Late Night,4,No,Yes,High,High
NX3407,UAE,Dubai,Pharmacy,Premium,23,38,Low,Rain,Snack,4,No,Yes,High,High
NX3408,India,Bangalore,Food,Free,35,49,High,Clear,Snack,4,No,Yes,High,Low
NX3409,USA,New York,Pharmacy,Premium,35,51,High,Rain,Breakfast,4,No,Yes,High,High
NX3410,Australia,Sydney,Grocery,Free,44,56,Low,Rain,Dinner,4,No,Yes,High,Low
NX3411,UAE,Dubai,Food,Free,49,47,Medium,Storm,Lunch,5,No,No,Low,Low
NX3412,Germany,Munich,Pharmacy,Free,50,64,High,Clear,Dinner,4,No,Yes,High,Low
NX3413,Australia,Sydney,Grocery,Free,28,41,High,Storm,Snack,4,No,Yes,High,Low
NX3414,Australia,Sydney,Food,Premium,14,31,High,Clear,Snack,4,No,Yes,High,High
NX3415,UK,London,Food,Premium,36,50,Low,Rain,Breakfast,4,No,Yes,High,High
NX3416,Australia,Sydney,Food,Free,48,63,High,Rain,Dinner,4,No,Yes,High,Low
NX3417,UAE,Dubai,Grocery,Free,36,42,Medium,Storm,Late Night,5,No,No,Low,Low
NX3418,Singapore,Singapore,Food,Free,15,21,Medium,Clear,Dinner,5,No,No,Low,Low
NX3419,USA,New York,Food,Free,40,46,Low,Clear,Dinner,5,No,No,Low,Low
NX3420,Australia,Sydney,Food,Free,23,37,High,Clear,Lunch,4,No,Yes,High,Low
NX3421,India,Hyderabad,Grocery,Premium,26,41,High,Rain,Snack,4,No,Yes,High,High
NX3422,UK,London,Pharmacy,Premium,42,63,High,Rain,Dinner,3,Yes,Yes,High,High
NX3423,UAE,Dubai,Food,Free,26,34,Medium,Storm,Late Night,5,No,No,Low,Low
NX3424,USA,Chicago,Grocery,Premium,16,28,High,Clear,Dinner,4,No,Yes,High,High
NX3425,USA,Chicago,Pharmacy,Free,23,40,High,Storm,Late Night,4,No,Yes,High,Low
NX3426,Germany,Munich,Pharmacy,Free,37,39,Medium,Clear,Late Night,5,No,No,Low,Low
NX3427,Singapore,Singapore,Grocery,Free,17,26,Medium,Rain,Dinner,5,No,No,Low,Low
NX3428,Germany,Munich,Food,Premium,32,30,Low,Storm,Late Night,5,No,No,Low,Low
NX3429,India,Mumbai,Food,Free,20,28,Low,Storm,Dinner,5,No,No,Low,Low
NX3430,India,Bangalore,Food,Premium,14,16,Medium,Clear,Breakfast,5,No,No,Low,Low
